File Name,Rule Title,Rule ID,Rule Description,Chinese Title,Chinese Description,Level,References,Tags,Logsource,Fields,FalsePositive,Error Translation,Detection,SPL Query
proc_creation_lnx_crypto_mining.yml,Linux Crypto Mining Indicators,9069ea3c-b213-4c52-be13-86506a227ab1,Detects command line parameters or strings often used by crypto miners,Linux加密挖掘指标,检测加密矿工经常使用的命令行参数或字符串,high,https://www.poolwatch.io/coin/monero,"attack.impact, attack.t1496","product: linux, service: None",,['Legitimate use of crypto miners'],,"{'selection': {'CommandLine|contains': [' --cpu-priority=', '--donate-level=0', ' -o pool.', ' --nicehash', ' --algo=rx/0 ', 'stratum+tcp://', 'stratum+udp://', 'sh -c /sbin/modprobe msr allow_writes=on', 'LS1kb25hdGUtbGV2ZWw9', '0tZG9uYXRlLWxldmVsP', 'tLWRvbmF0ZS1sZXZlbD', 'c3RyYXR1bSt0Y3A6Ly', 'N0cmF0dW0rdGNwOi8v', 'zdHJhdHVtK3RjcDovL', 'c3RyYXR1bSt1ZHA6Ly', 'N0cmF0dW0rdWRwOi8v', 'zdHJhdHVtK3VkcDovL']}, 'condition': 'selection'}","CommandLine IN (""* --cpu-priority=*"", ""*--donate-level=0*"", ""* -o pool.*"", ""* --nicehash*"", ""* --algo=rx/0 *"", ""*stratum+tcp://*"", ""*stratum+udp://*"", ""*sh -c /sbin/modprobe msr allow_writes=on*"", ""*LS1kb25hdGUtbGV2ZWw9*"", ""*0tZG9uYXRlLWxldmVsP*"", ""*tLWRvbmF0ZS1sZXZlbD*"", ""*c3RyYXR1bSt0Y3A6Ly*"", ""*N0cmF0dW0rdGNwOi8v*"", ""*zdHJhdHVtK3RjcDovL*"", ""*c3RyYXR1bSt1ZHA6Ly*"", ""*N0cmF0dW0rdWRwOi8v*"", ""*zdHJhdHVtK3VkcDovL*"")"
proc_creation_lnx_omigod_scx_runasprovider_executescript.yml,OMIGOD SCX RunAsProvider ExecuteScript,6eea1bf6-f8d2-488a-a742-e6ef6c1b67db,"Rule to detect the use of the SCX RunAsProvider ExecuteScript to execute any UNIX/Linux script using the /bin/sh shell.
Script being executed gets created as a temp file in /tmp folder with a scx* prefix.
Then it is invoked from the following directory /etc/opt/microsoft/scx/conf/tmpdir/.
The file in that directory has the same prefix scx*. SCXcore, started as the Microsoft Operations Manager UNIX/Linux Agent, is now used in a host of products including
Microsoft Operations Manager, Microsoft Azure, and Microsoft Operations Management Suite.
",Omigod SCX RunasProvider executescript,"规则以检测使用SCX RunasProvider executeScript的使用以使用/bin/sh shell执行任何UNIX/Linux脚本。
被执行的脚本将作为使用SCX*前缀的 /TMP文件夹中的临时文件创建。
然后从以下目录/etc/opt/microsoft/scx/conf/tmpdir/调用它。
该目录中的文件具有相同的前缀SCX*。SCXCORE最初是Microsoft Operations Manager Unix/Linux代理，现在用于许多产品，包括
Microsoft Operations Manager，Microsoft Azure和Microsoft Operations Management Suite。",high,"https://www.wiz.io/blog/omigod-critical-vulnerabilities-in-omi-azure, https://github.com/Azure/Azure-Sentinel/pull/3059","attack.privilege_escalation, attack.initial_access, attack.execution, attack.t1068, attack.t1190, attack.t1203","product: linux, service: None",,['Legitimate use of SCX RunAsProvider ExecuteScript.'],,"{'selection': {'User': 'root', 'LogonId': 0, 'CurrentDirectory': '/var/opt/microsoft/scx/tmp', 'CommandLine|contains': '/etc/opt/microsoft/scx/conf/tmpdir/scx'}, 'condition': 'selection'}","User=""root"" LogonId=0 CurrentDirectory=""/var/opt/microsoft/scx/tmp"" CommandLine=""*/etc/opt/microsoft/scx/conf/tmpdir/scx*"""
proc_creation_lnx_install_suspicioua_packages.yml,Suspicious Package Installed - Linux,700fb7e8-2981-401c-8430-be58e189e741,Detects installation of suspicious packages using system installation utilities,已安装可疑软件包-Linux,使用系统安装实用程序检测可疑软件包的安装,medium,https://gist.githubusercontent.com/MichaelKoczwara/12faba9c061c12b5814b711166de8c2f/raw/e2068486692897b620c25fde1ea258c8218fe3d3/history.txt,"attack.defense_evasion, attack.t1553.004","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_tool_apt': {'Image|endswith': ['/apt', '/apt-get'], 'CommandLine|contains': 'install'}, 'selection_tool_yum': {'Image|endswith': '/yum', 'CommandLine|contains': ['localinstall', 'install']}, 'selection_tool_rpm': {'Image|endswith': '/rpm', 'CommandLine|contains': '-i'}, 'selection_tool_dpkg': {'Image|endswith': '/dpkg', 'CommandLine|contains': ['--install', '-i']}, 'selection_keyword': {'CommandLine|contains': ['nmap', ' nc', 'netcat', 'wireshark', 'tshark', 'openconnect', 'proxychains']}, 'condition': '1 of selection_tool_* and selection_keyword'}","(Image IN (""*/apt"", ""*/apt-get"") CommandLine=""*install*"") OR (Image=""*/yum"" CommandLine IN (""*localinstall*"", ""*install*"")) OR (Image=""*/rpm"" CommandLine=""*-i*"") OR (Image=""*/dpkg"" CommandLine IN (""*--install*"", ""*-i*"")) CommandLine IN (""*nmap*"", ""* nc*"", ""*netcat*"", ""*wireshark*"", ""*tshark*"", ""*openconnect*"", ""*proxychains*"")"
proc_creation_lnx_base64_decode.yml,Decode Base64 Encoded Text,e2072cab-8c9a-459b-b63c-40ae79e27031,Detects usage of base64 utility to decode arbitrary base64-encoded text,解码base64编码文本,检测base64实用程序的使用以解码任意base 64编码的文本,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1027/T1027.md,"attack.defense_evasion, attack.t1027","product: linux, service: None",,['Legitimate activities'],,"{'selection': {'Image|endswith': '/base64', 'CommandLine|contains': '-d'}, 'condition': 'selection'}","Image=""*/base64"" CommandLine=""*-d*"""
proc_creation_lnx_sudo_cve_2019_14287.yml,Sudo Privilege Escalation CVE-2019-14287,f74107df-b6c6-4e80-bf00-4170b658162b,Detects users trying to exploit sudo vulnerability reported in CVE-2019-14287,sudo特权升级CVE-2019-14287,检测试图利用CVE-2019-14287报告的Sudo漏洞的用户,high,"https://www.openwall.com/lists/oss-security/2019/10/14/1, https://access.redhat.com/security/cve/cve-2019-14287, https://twitter.com/matthieugarin/status/1183970598210412546","attack.privilege_escalation, attack.t1068, attack.t1548.003, cve.2019.14287","product: linux, service: None",,['Unlikely'],,"{'selection': {'CommandLine|contains': ' -u#'}, 'condition': 'selection'}","CommandLine=""* -u#*"""
proc_creation_lnx_proxy_connection.yml,Connection Proxy,72f4ab3f-787d-495d-a55d-68c2ff46cf4c,Detects setting proxy configuration,连接代理,检测设置代理配置,low,https://attack.mitre.org/techniques/T1090/,"attack.defense_evasion, attack.t1090","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'CommandLine|contains': ['http_proxy=', 'https_proxy=']}, 'condition': 'selection'}","CommandLine IN (""*http_proxy=*"", ""*https_proxy=*"")"
proc_creation_lnx_clipboard_collection.yml,Clipboard Collection with Xclip Tool,ec127035-a636-4b9a-8555-0efd4e59f316,"Detects attempts to collect data stored in the clipboard from users with the usage of xclip tool. Xclip has to be installed.
Highly recommended using rule on servers, due to high usage of clipboard utilities on user workstations.
",带有XCLIP工具的剪贴板收集,"检测尝试使用XCLIP工具的用法从用户那里收集存储在剪贴板中的数据。必须安装XCLIP。
由于用户工作站上剪贴板公用事业的大量使用，强烈建议使用服务器上的规则。",low,https://www.packetlabs.net/posts/clipboard-data-security/,"attack.collection, attack.t1115","product: linux, service: None",,['Legitimate usage of xclip tools.'],,"{'selection': {'Image|contains': 'xclip', 'CommandLine|contains|all': ['-sel', 'clip', '-o']}, 'condition': 'selection'}","Image=""*xclip*"" CommandLine=""*-sel*"" CommandLine=""*clip*"" CommandLine=""*-o*"""
proc_creation_lnx_process_discovery.yml,Process Discovery,4e2f5868-08d4-413d-899f-dc2f1508627b,"Detects process discovery commands. Adversaries may attempt to get information about running processes on a system.
Information obtained could be used to gain an understanding of common software/applications running on systems within the network
",过程发现,"检测过程发现命令。对手可能会尝试获取有关系统上运行过程的信息。
获得的信息可用于了解网络中系统上运行的常见软件/应​​用程序",informational,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1057/T1057.md,"attack.discovery, attack.t1057","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': ['/ps', '/top']}, 'condition': 'selection'}","Image IN (""*/ps"", ""*/top"")"
proc_creation_lnx_groupdel.yml,Group Has Been Deleted Via Groupdel,8a46f16c-8c4c-82d1-b121-0fdd3ba70a84,"Detects execution of the ""groupdel"" binary. Which is used to delete a group. This is sometimes abused by threat actors in order to cover their tracks",组已通过GroupDel删除,检测“ GroupDel”二进制的执行。用于删除组。有时威胁参与者滥用这是为了掩盖他们的轨道,medium,"https://linuxize.com/post/how-to-delete-group-in-linux/, https://www.cyberciti.biz/faq/linux-remove-user-command/, https://www.cybrary.it/blog/0p3n/linux-commands-used-attackers/, https://linux.die.net/man/8/groupdel","attack.impact, attack.t1531","product: linux, service: None",,['Legitimate administrator activities'],,"{'selection': {'Image|endswith': '/groupdel'}, 'condition': 'selection'}","Image=""*/groupdel"""
proc_creation_lnx_esxcli_user_account_creation.yml,ESXi Account Creation Via ESXCLI,b28e4eb3-8bbc-4f0c-819f-edfe8e2f25db,Detects user account creation on ESXi system via esxcli,通过ESXCLI创建ESXI帐户,通过ESXCLI在ESXI系统上检测用户帐户创建,medium,https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_system.html,"attack.persistence, attack.t1136","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': '/esxcli', 'CommandLine|contains|all': ['system ', 'account ', 'add ']}, 'condition': 'selection'}","Image=""*/esxcli"" CommandLine=""*system *"" CommandLine=""*account *"" CommandLine=""*add *"""
proc_creation_lnx_cve_2022_33891_spark_shell_command_injection.yml,Apache Spark Shell Command Injection - ProcessCreation,c8a5f584-cdc8-42cc-8cce-0398e4265de3,Detects attempts to exploit an apache spark server via CVE-2014-6287 from a commandline perspective,apache spark shell命令注入 - 过程创造,从命令行的角度检测通过CVE-2014-6287来利用Apache Spark服务器的尝试,high,"https://github.com/W01fh4cker/cve-2022-33891/blob/fd973b56e78bca8822caa3a2e3cf1b5aff5d0950/cve_2022_33891_poc.py, https://sumsec.me/2022/CVE-2022-33891%20Apache%20Spark%20shell%20command%20injection.html, https://github.com/apache/spark/pull/36315/files","attack.initial_access, attack.t1190, cve.2022.33891","product: linux, service: None",,['Unlikely'],,"{'selection': {'ParentImage|endswith': '\\bash', 'CommandLine|contains': ['id -Gn `', ""id -Gn '""]}, 'condition': 'selection'}","ParentImage=""*\\bash"" CommandLine IN (""*id -Gn `*"", ""*id -Gn '*"")"
proc_creation_lnx_esxcli_vsan_discovery.yml,ESXi VSAN Information Discovery Via ESXCLI,d54c2f06-aca9-4e2b-81c9-5317858f4b79,"Detects execution of the ""esxcli"" command with the ""vsan"" flag in order to retrieve information about virtual storage. Seen used by malware such as DarkSide.",ESXI VSAN信息通过ESXCLI发现,检测使用“ vsan”标志的“ esxcli”命令的执行，以检索有关虚拟存储的信息。通过恶意软件（例如Darkside）使用。,medium,"https://www.trendmicro.com/en_us/research/21/e/darkside-linux-vms-targeted.html, https://www.trendmicro.com/en_us/research/22/a/analysis-and-Impact-of-lockbit-ransomwares-first-linux-and-vmware-esxi-variant.html, https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_vsan.html","attack.discovery, attack.t1033, attack.t1007","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_img': {'Image|endswith': '/esxcli', 'CommandLine|contains': 'vsan'}, 'selection_cli': {'CommandLine|contains': [' get', ' list']}, 'condition': 'all of selection_*'}","Image=""*/esxcli"" CommandLine=""*vsan*"" CommandLine IN (""* get*"", ""* list*"")"
proc_creation_lnx_disable_ufw.yml,Ufw Force Stop Using Ufw-Init,84c9e83c-599a-458a-a0cb-0ecce44e807a,Detects attempts to force stop the ufw using ufw-init,UFW力停止使用UFW-Init,检测尝试使用UFW-Init强制停止UFW,medium,"https://blogs.blackberry.com/, https://twitter.com/Joseliyo_Jstnk/status/1620131033474822144","attack.defense_evasion, attack.t1562.004","product: linux, service: None",,['Network administrators'],,"{'selection_init': {'CommandLine|contains|all': ['-ufw-init', 'force-stop']}, 'selection_ufw': {'CommandLine|contains|all': ['ufw', 'disable']}, 'condition': '1 of selection_*'}","(CommandLine=""*-ufw-init*"" CommandLine=""*force-stop*"") OR (CommandLine=""*ufw*"" CommandLine=""*disable*"")"
proc_creation_lnx_susp_chmod_directories.yml,Chmod Suspicious Directory,6419afd1-3742-47a5-a7e6-b50386cd15f8,Detects chmod targeting files in abnormal directory paths.,CHMOD可疑目录,在异常目录路径中检测CHMOD定位文件。,medium,"https://www.intezer.com/blog/malware-analysis/new-backdoor-sysjoker/, https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1222.002/T1222.002.md","attack.defense_evasion, attack.t1222.002","product: linux, service: None",,['Admin changing file permissions.'],,"{'selection': {'Image|endswith': '/chmod', 'CommandLine|contains': ['/tmp/', '/.Library/', '/etc/', '/opt/']}, 'condition': 'selection'}","Image=""*/chmod"" CommandLine IN (""*/tmp/*"", ""*/.Library/*"", ""*/etc/*"", ""*/opt/*"")"
proc_creation_lnx_system_info_discovery.yml,System Information Discovery,42df45e7-e6e9-43b5-8f26-bec5b39cc239,Detects system information discovery commands,系统信息发现,检测系统信息发现命令,informational,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1082/T1082.md,"attack.discovery, attack.t1082","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': ['/uname', '/hostname', '/uptime', '/lspci', '/dmidecode', '/lscpu', '/lsmod']}, 'condition': 'selection'}","Image IN (""*/uname"", ""*/hostname"", ""*/uptime"", ""*/lspci"", ""*/dmidecode"", ""*/lscpu"", ""*/lsmod"")"
proc_creation_lnx_susp_history_recon.yml,Print History File Contents,d7821ff1-4527-4e33-9f84-d0d57fa2fb66,Detects events in which someone prints the contents of history files to the commandline or redirects it to a file for reconnaissance,打印历史记录文件内容,检测某人将历史文件内容的内容打印到命令行或将其重定向到文件以进行侦察的事件,medium,"https://github.com/sleventyeleven/linuxprivchecker/, https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1552.003/T1552.003.md","attack.reconnaissance, attack.t1592.004","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': ['/cat', '/head', '/tail', '/more']}, 'selection_history': [{'CommandLine|contains': ['/.bash_history', '/.zsh_history']}, {'CommandLine|endswith': ['_history', '.history', 'zhistory']}], 'condition': 'all of selection*'}","Image IN (""*/cat"", ""*/head"", ""*/tail"", ""*/more"") CommandLine IN (""*/.bash_history*"", ""*/.zsh_history*"") OR CommandLine IN (""*_history"", ""*.history"", ""*zhistory"")"
proc_creation_lnx_esxcli_syslog_config_change.yml,ESXi Syslog Configuration Change Via ESXCLI,38eb1dbb-011f-40b1-a126-cf03a0210563,"Detects changes to the ESXi syslog configuration via ""esxcli""",ESXI Syslog配置通过ESXCLI更改,检测通过“ ESXCLI”对ESXI Syslog配置的变化,medium,"https://support.solarwinds.com/SuccessCenter/s/article/Configure-ESXi-Syslog-to-LEM?language=en_US, https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_system.html","attack.defense_evasion, attack.t1562.001, attack.t1562.003","product: linux, service: None",,['Legitimate administrative activities'],,"{'selection': {'Image|endswith': '/esxcli', 'CommandLine|contains|all': ['system', 'syslog', 'config'], 'CommandLine|contains': ' set'}, 'condition': 'selection'}","Image=""*/esxcli"" CommandLine=""*system*"" CommandLine=""*syslog*"" CommandLine=""*config*"" CommandLine=""* set*"""
proc_creation_lnx_dd_process_injection.yml,Potential Linux Process Code Injection Via DD Utility,4cad6c64-d6df-42d6-8dae-eb78defdc415,"Detects the injection of code by overwriting the memory map of a Linux process using the ""dd"" Linux command.",潜在的Linux过程代码通过DD实用程序注入,通过使用“ DD” Linux命令覆盖Linux进程的内存图来检测代码的注入。,medium,"https://www.aon.com/cyber-solutions/aon_cyber_labs/linux-based-inter-process-code-injection-without-ptrace2/, https://github.com/AonCyberLabs/Cexigua/blob/34d338620afae4c6335ba8d8d499e1d7d3d5d7b5/overwrite.sh","attack.defense_evasion, attack.t1055.009","product: linux, service: None",,['Unknown'],,"{'selection': {'Image|endswith': '/dd', 'CommandLine|contains|all': ['of=', '/proc/', '/mem']}, 'condition': 'selection'}","Image=""*/dd"" CommandLine=""*of=*"" CommandLine=""*/proc/*"" CommandLine=""*/mem*"""
proc_creation_lnx_susp_interactive_bash.yml,Interactive Bash Suspicious Children,ea3ecad2-db86-4a89-ad0b-132a10d2db55,Detects suspicious interactive bash as a parent to rather uncommon child processes,互动式bash可疑孩子,发现可疑的互动式狂欢是父母，以罕见的儿童流程,medium,Internal Research,"attack.execution, attack.defense_evasion, attack.t1059.004, attack.t1036","product: linux, service: None",,['Legitimate software that uses these patterns'],,"{'selection': {'ParentCommandLine': 'bash -i'}, 'anomaly1': {'CommandLine|contains': ['-c import ', 'base64', 'pty.spawn']}, 'anomaly2': {'Image|endswith': ['whoami', 'iptables', '/ncat', '/nc', '/netcat']}, 'condition': 'selection and 1 of anomaly*'}","ParentCommandLine=""bash -i"" CommandLine IN (""*-c import *"", ""*base64*"", ""*pty.spawn*"") OR Image IN (""*whoami"", ""*iptables"", ""*/ncat"", ""*/nc"", ""*/netcat"")"
proc_creation_lnx_triple_cross_rootkit_install.yml,Triple Cross eBPF Rootkit Install Commands,22236d75-d5a0-4287-bf06-c93b1770860f,"Detects default install commands of the Triple Cross eBPF rootkit based on the ""deployer.sh"" script",三重交叉EBPF rootkit安装命令,检测基于“ deployer.sh”脚本的三重交叉EBPF rootkit的默认安装命令,high,https://github.com/h3xduck/TripleCross/blob/1f1c3e0958af8ad9f6ebe10ab442e75de33e91de/apps/deployer.sh,"attack.defense_evasion, attack.t1014","product: linux, service: None",,['Unlikely'],,"{'selection': {'Image|endswith': '/sudo', 'CommandLine|contains|all': [' tc ', ' enp0s3 '], 'CommandLine|contains': [' qdisc ', ' filter ']}, 'condition': 'selection'}","Image=""*/sudo"" CommandLine=""* tc *"" CommandLine=""* enp0s3 *"" CommandLine IN (""* qdisc *"", ""* filter *"")"
